gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,Yes,43,Yes,Yes,DSL,Yes,No internet service,No,No,No,No internet service,Month-to-month,Yes,Mailed check,32.62,1408.16,Yes
Male,0,No,Yes,26,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No,No,Two year,Yes,Mailed check,109.5,2851.57,Yes
Male,0,No,Yes,63,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,82.52,5203.86,No
Female,0,No,Yes,41,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer,63.89,2609.72,No
Male,0,Yes,No,27,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,No,One year,No,Bank transfer,108.94,2937.49,No
Male,0,Yes,No,14,Yes,No,DSL,No,No,No internet service,Yes,No internet service,No,Two year,Yes,Credit card,64.42,902.13,No
Male,0,Yes,No,2,Yes,No,No,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,No,Credit card,45.74,88.21,No
Female,0,Yes,No,19,Yes,Yes,No,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,49.66,953.31,No
Male,0,Yes,Yes,12,No,No phone service,Fiber optic,Yes,No internet service,Yes,No,No,Yes,One year,No,Credit card,91.89,1105.53,No
Male,0,Yes,No,31,Yes,Yes,DSL,No internet service,No internet service,No,Yes,Yes,Yes,One year,No,Electronic check,78.85,2452.72,No
Female,0,No,No,49,No,Yes,DSL,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card,89.4,4380.0,No
Male,0,Yes,Yes,38,No,Yes,DSL,No,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Credit card,67.17,2548.25,Yes
Female,0,No,Yes,54,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Two year,Yes,Bank transfer,22.77,1219.96,No
Male,0,No,Yes,1,Yes,No,No,Yes,No internet service,No internet service,Yes,No internet service,No,Two year,No,Credit card,49.24,50.5,Yes
Male,0,No,Yes,33,Yes,No phone service,No,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,20.39,666.49,No
Female,0,Yes,Yes,63,No,Yes,Fiber optic,No,No internet service,No,Yes,No,Yes,One year,Yes,Mailed check,69.06,4356.1,No
Female,0,No,No,49,Yes,Yes,DSL,No internet service,No,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,21.7,1065.89,No
Male,0,No,No,44,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Mailed check,30.38,1343.36,Yes
Male,1,No,No,12,Yes,No phone service,No,Yes,Yes,No internet service,Yes,No,No,Month-to-month,No,Bank transfer,29.1,342.58,Yes
Male,1,Yes,Yes,27,Yes,No phone service,DSL,No,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Credit card,90.93,2448.81,No
Female,0,No,Yes,13,Yes,Yes,DSL,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Credit card,104.82,1360.89,No
Female,0,No,Yes,71,Yes,No,DSL,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,29.83,2111.11,No
Male,0,Yes,Yes,35,Yes,No phone service,No,Yes,No,No,No internet service,No,No,Two year,No,Mailed check,58.0,2034.61,No
Male,0,No,Yes,62,Yes,No phone service,No,No,Yes,No internet service,No,Yes,Yes,One year,No,Bank transfer,91.86,5691.84,No
Male,0,No,No,61,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No,No,One year,Yes,Mailed check,28.95,1767.42,No
Male,0,No,Yes,32,No,Yes,DSL,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,117.48,3764.92,Yes
Male,0,No,Yes,61,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Credit card,40.6,2480.6,No
Female,1,Yes,Yes,50,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer,97.04,4853.43,Yes
Male,0,Yes,No,31,Yes,Yes,No,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,79.44,2453.27,No
Female,1,No,No,53,Yes,No phone service,DSL,No,No internet service,Yes,No,No internet service,No,Month-to-month,No,Mailed check,41.2,2176.84,Yes
Male,0,No,Yes,59,Yes,No,No,No,Yes,No,Yes,No,No internet service,Two year,No,Bank transfer,108.45,6398.92,Yes
Male,1,No,No,51,No,No phone service,DSL,Yes,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer,86.64,4421.9,No
Male,1,Yes,No,10,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer,25.86,249.05,No
Female,0,Yes,Yes,58,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,Yes,One year,No,Mailed check,59.68,3457.06,No
Female,0,No,No,33,Yes,Yes,No,No internet service,No,Yes,No,No,No,One year,Yes,Credit card,106.33,3505.43,Yes
Female,1,Yes,No,60,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,Yes,Two year,Yes,Bank transfer,73.32,4405.53,No
Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,33.22,924.37,Yes
Male,0,Yes,Yes,17,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,118.89,2015.46,No
Female,0,Yes,Yes,67,No,Yes,Fiber optic,No,No,No internet service,No,No internet service,No,One year,No,Credit card,52.8,3529.7,No
Female,0,Yes,No,70,No,No phone service,No,Yes,Yes,No internet service,Yes,Yes,No,Two year,Yes,Bank transfer,79.37,5556.52,No
Female,0,No,No,17,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,One year,No,Bank transfer,97.22,1645.63,No
Female,0,Yes,No,8,Yes,Yes,DSL,Yes,No internet service,No,No internet service,Yes,No,One year,Yes,Credit card,26.72,219.23,No
Male,0,Yes,No,39,Yes,No phone service,DSL,No internet service,No,No internet service,No,No,No,Two year,No,Electronic check,78.7,3071.85,Yes
Male,0,Yes,Yes,26,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer,75.42,1964.24,No
Male,0,No,No,34,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,No,No internet service,Two year,No,Electronic check,26.85,906.33,No
Female,0,No,Yes,31,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,One year,No,Electronic check,114.92,3558.53,No
Female,0,No,Yes,62,Yes,No phone service,DSL,No,No,No,No,No internet service,No internet service,One year,Yes,Credit card,47.61,2956.24,No
Male,1,No,Yes,41,Yes,No,No,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card,82.48,3391.26,No
Female,0,Yes,No,61,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,76.99,4698.15,No
Male,1,Yes,No,11,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,54.13,596.95,No
Male,1,No,Yes,51,No,Yes,No,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card,114.97,5853.84,No
Female,0,Yes,Yes,30,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,55.67,1679.26,No
Male,0,No,Yes,23,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No,No internet service,Two year,Yes,Electronic check,20.63,478.69,No
Female,0,Yes,Yes,3,No,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,83.61,258.54,No
Female,0,Yes,Yes,59,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card,115.41,6810.65,Yes
Female,0,No,Yes,59,Yes,No,No,Yes,Yes,No,Yes,No internet service,No internet service,One year,No,Mailed check,64.24,3799.47,Yes
Female,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,51.89,264.01,Yes
Male,0,No,No,43,Yes,No phone service,No,Yes,No internet service,Yes,No,Yes,No,Month-to-month,No,Mailed check,41.72,1797.64,No
Male,1,Yes,No,26,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,No,Month-to-month,No,Electronic check,73.53,1906.44,No
Male,1,Yes,Yes,45,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Two year,No,Mailed check,64.19,2881.36,No
Female,0,No,No,21,Yes,No,No,Yes,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,31.9,670.41,No
Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer,108.34,6290.0,No
Female,0,No,No,65,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,50.49,3290.42,No
Male,0,No,Yes,67,Yes,No phone service,DSL,No internet service,No,No,No,Yes,No internet service,One year,No,Credit card,93.63,6274.13,Yes
Female,0,Yes,Yes,43,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card,47.15,2021.02,No
Female,1,No,Yes,48,Yes,Yes,DSL,No,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,75.17,3605.59,No
Female,1,Yes,Yes,70,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No internet service,One year,Yes,Electronic check,81.31,5699.66,Yes
Female,0,No,Yes,44,Yes,Yes,No,Yes,Yes,No,No internet service,No,No,One year,Yes,Credit card,97.69,4305.45,Yes
Male,0,Yes,No,60,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No,No internet service,One year,Yes,Mailed check,60.94,3658.74,No
Male,0,No,No,37,Yes,No,DSL,No,No,No,No internet service,Yes,No internet service,Two year,Yes,Mailed check,54.87,2035.77,No
Female,1,Yes,No,62,Yes,No phone service,DSL,No,No internet service,No,Yes,No internet service,No,One year,Yes,Mailed check,56.11,3478.05,No
Female,0,No,No,18,Yes,Yes,No,No internet service,No,No internet service,No internet service,Yes,Yes,Two year,No,Mailed check,49.29,892.51,Yes
Male,0,Yes,Yes,64,Yes,No phone service,No,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer,101.65,6499.18,No
Male,0,No,Yes,43,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No,Yes,One year,No,Bank transfer,81.48,3495.24,No
Male,0,Yes,No,36,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,No internet service,Two year,Yes,Bank transfer,113.02,4060.49,No
Female,0,Yes,No,66,Yes,No,DSL,Yes,No,No,Yes,No internet service,No,One year,Yes,Bank transfer,47.94,3170.96,No
Female,0,No,Yes,50,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,53.3,2671.16,Yes
Male,0,Yes,No,1,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,No,No internet service,Two year,No,Mailed check,93.63,98.56,No
Female,0,No,Yes,10,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,One year,Yes,Mailed check,44.22,437.16,Yes
Female,0,Yes,No,72,Yes,No phone service,No,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,115.97,8344.95,No
Female,0,No,Yes,47,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No,Two year,Yes,Credit card,109.97,5171.44,No
Female,0,Yes,Yes,51,Yes,No,No,No,No,No,No,No,No internet service,Two year,No,Electronic check,70.42,3583.91,No
Female,1,No,No,35,Yes,No phone service,DSL,No internet service,No internet service,No,No,No,Yes,One year,Yes,Mailed check,63.11,2217.68,No
Male,0,No,No,71,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No internet service,Two year,No,Credit card,34.27,2429.0,No
Male,0,No,Yes,42,Yes,No phone service,DSL,No,No internet service,Yes,No,Yes,No,One year,Yes,Credit card,87.48,3673.64,Yes
Male,0,No,No,46,Yes,No,DSL,Yes,No,Yes,No internet service,No internet service,No internet service,One year,No,Electronic check,81.46,3753.55,No
Female,0,Yes,Yes,31,Yes,No,DSL,Yes,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer,24.97,764.72,No
Male,1,No,Yes,42,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Credit card,99.71,4194.33,No
Female,1,Yes,Yes,56,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,116.38,6526.94,No
Male,0,No,Yes,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,95.0,-3.9,No
Female,0,Yes,Yes,65,Yes,No phone service,No,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer,107.52,6979.14,Yes
Female,0,Yes,Yes,46,Yes,No phone service,No,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,26.13,1195.34,Yes
Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,Yes,Two year,No,Bank transfer,38.89,2600.61,No
Male,0,No,Yes,66,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No,One year,Yes,Credit card,37.02,2449.03,No
Male,0,Yes,No,46,No,Yes,Fiber optic,No,Yes,No,No,No internet service,Yes,Two year,No,Electronic check,110.18,5061.23,No
Female,0,Yes,Yes,24,Yes,Yes,No,Yes,Yes,No internet service,Yes,No,No internet service,One year,No,Electronic check,21.06,500.3,No
Male,0,No,Yes,62,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer,98.83,6131.36,No
Male,0,Yes,Yes,70,Yes,No phone service,No,Yes,No,No internet service,Yes,No,No,Two year,Yes,Electronic check,47.18,3296.86,No
Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer,25.68,1314.39,No
Female,1,No,Yes,38,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Two year,No,Bank transfer,21.15,807.55,No
Female,0,No,Yes,13,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,No internet service,One year,Yes,Bank transfer,81.7,1060.07,No
Female,0,Yes,Yes,40,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card,42.41,1694.31,No
Male,0,Yes,Yes,43,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,77.83,3353.14,No
Female,0,Yes,Yes,17,Yes,No,No,No,Yes,No internet service,No internet service,No internet service,No,One year,No,Electronic check,41.54,699.14,No
Male,0,No,No,54,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card,115.77,6244.88,No
Male,0,Yes,Yes,72,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,Two year,No,Electronic check,65.83,4747.15,Yes
Male,0,Yes,Yes,15,Yes,No phone service,Fiber optic,No,No internet service,No,No,Yes,No,Two year,Yes,Bank transfer,82.82,1234.12,No
Male,0,Yes,Yes,72,Yes,Yes,No,No,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,118.64,8540.4,No
Female,0,Yes,No,66,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card,63.6,4203.05,No
Female,0,No,Yes,24,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Credit card,102.61,2469.03,No
Female,0,No,No,42,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer,29.54,1240.42,No
Male,0,Yes,No,11,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No,One year,No,Bank transfer,83.34,914.2,Yes
Female,0,Yes,Yes,48,Yes,No,Fiber optic,No,No,No internet service,No,No,No internet service,One year,Yes,Electronic check,47.31,2266.71,Yes
Male,1,Yes,Yes,62,Yes,No,DSL,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,58.04,3599.87,No
Male,0,Yes,Yes,42,Yes,No,No,No,No internet service,No,No internet service,Yes,No,Two year,Yes,Mailed check,55.86,2349.4,No
Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,Yes,One year,Yes,Bank transfer,76.99,306.33,No
Female,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,Yes,No internet service,No,Yes,One year,No,Credit card,84.76,3472.04,No
Female,0,No,No,48,Yes,Yes,No,No,No internet service,No internet service,Yes,No,Yes,Two year,No,Credit card,47.44,2275.7,No
Female,0,Yes,No,56,Yes,No phone service,No,No internet service,Yes,Yes,No,No,No,Two year,No,Credit card,84.99,4753.11,No
Female,1,No,Yes,8,Yes,No,No,No,Yes,No,No,No internet service,No,One year,No,Credit card,28.05,219.12,No
Female,0,No,Yes,55,Yes,No phone service,DSL,No,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer,49.62,2728.13,Yes
Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,No internet service,Two year,No,Bank transfer,23.37,1365.14,No
Male,0,No,No,44,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,No,One year,No,Credit card,106.66,4687.59,Yes
Female,0,Yes,Yes,60,Yes,No,No,Yes,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,114.81,6892.2,No
Female,1,Yes,Yes,62,Yes,No,DSL,No internet service,No,No,No,No,No internet service,One year,Yes,Bank transfer,73.31,4536.86,No
Female,1,Yes,No,50,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.45,1115.01,No
Female,0,Yes,No,51,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No,No,Two year,No,Credit card,28.57,1453.65,No
Female,0,No,No,1,Yes,No,No,No,No internet service,No internet service,No internet service,Yes,No internet service,One year,No,Credit card,91.95,91.96,Yes
Female,0,Yes,Yes,24,Yes,No phone service,No,Yes,Yes,No,Yes,No internet service,No,One year,Yes,Mailed check,88.83,2139.97,No
Female,0,No,No,53,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,89.04,4714.02,Yes
Female,0,No,Yes,24,Yes,No phone service,DSL,No,Yes,No,No,Yes,No internet service,One year,No,Bank transfer,54.87,1321.92,No
Female,0,No,No,67,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,42.06,2809.57,Yes
Female,0,No,Yes,55,No,No,DSL,No internet service,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer,78.9,4340.85,No
Male,0,No,Yes,43,Yes,Yes,No,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.27,2971.9,No
Male,0,Yes,Yes,31,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Mailed check,25.66,788.35,Yes
Male,0,Yes,Yes,38,Yes,No phone service,DSL,Yes,No,No internet service,No,No internet service,Yes,Two year,No,Credit card,87.12,3302.49,Yes
Male,0,Yes,No,68,Yes,Yes,DSL,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,67.77,4613.31,No
Female,0,No,Yes,9,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,105.84,962.44,No
Female,0,No,Yes,26,Yes,No phone service,No,No internet service,Yes,Yes,No internet service,No internet service,No,One year,No,Credit card,95.25,2467.29,Yes
